44;41;43;42;42;44;41;42;43;42;44;42;43;43;41;42;42;43;47;42;43;44;42;41;43;42;48;42;43;42;43;43;45;44;42;44;42;44;48;41;39;48;42;43;42;41;42;43;49;39;42;43;45;44;41;41;45;42;48;44;42;42;43;41;44;42;42;42;42;43;44;43;43;46;45;43;44;42;42;43;45;43;42;42;42;44;44;42;43;42;42;44;43;45;42;42;44;46;42;42;43;42;42;40;43;44;42;44;41;43;41;43;42;44;43;43;42;41;44;42;42;43;42;43;44;43;42;48;43;44;43;43;45;13
42;43;43;44;42;42;47;49;42;42;43;42;50;41;42;42;42;42;44;42;42;43;43;44;46;42;48;42;41;45;42;43;42;42;44;42;43;42;43;42;44;42;44;43;45;44;42;42;43;42;44;43;42;43;43;43;44;43;43;42;42;45;43;43;42;43;42;43;43;45;41;43;44;41;42;43;42;43;44;42;42;43;43;44;43;43;41;43;42;44;45;43;46;42;44;43;42;42;42;45;41;43;43;42;43;44;43;41;43;42;45;43;42;42;44;43;44;43;44;42;42;45;43;42;42;43;44;44;42;42;42;43;44;43
47;41;44;43;42;42;44;44;42;43;42;44;43;43;41;40;42;43;43;42;41;43;42;44;42;42;43;42;42;49;42;41;41;43;42;43;42;43;40;42;46;42;48;41;43;42;47;42;41;42;44;43;42;41;41;43;43;43;42;42;42;42;44;43;42;43;41;41;42;42;43;43;42;40;42;42;43;42;42;45;41;42;43;42;44;42;34;1;2;0;0;0;0;4;36;42;43;42;43;45;42;42;43;43;42;46;42;43;42;42;44;43;42;42;42;44;44;46;44;42;43;43;48;41;43;43;49;42;42;47;48;44;42;47
42;42;43;44;42;41;42;42;41;44;43;43;43;41;48;42;42;42;43;49;41;42;42;41;45;44;41;42;43;41;44;43;43;42;40;44;44;42;42;42;42;43;39;42;42;42;43;48;40;41;40;42;39;38;42;41;43;40;42;42;42;41;43;42;41;42;43;42;41;41;40;44;42;41;43;43;42;42;42;46;43;44;42;45;41;45;44;47;41;43;40;49;42;42;41;42;50;43;40;41;42;45;44;49;42;43;45;41;42;42;42;42;42;41;42;42;43;42;44;42;42;48;40;45;42;42;41;43;43;42;43;43;45;43
41;44;42;42;45;44;42;43;40;42;44;43;42;42;43;42;43;41;41;41;10;0;4;29;41;42;43;41;44;41;42;42;43;42;45;47;44;41;42;44;40;42;43;42;42;45;42;42;44;41;45;43;43;42;43;43;43;43;42;42;42;44;42;43;41;43;43;44;44;43;42;42;44;42;42;43;42;42;45;42;43;43;43;45;42;42;42;41;46;43;41;46;42;43;44;43;42;42;42;45;44;44;42;42;43;43;42;42;42;43;44;42;43;43;41;43;44;42;46;43;43;44;42;42;42;42;44;42;42;41;44;43;43;43
42;43;44;42;42;43;42;43;44;43;42;42;41;45;43;42;43;44;42;41;43;43;47;42;44;42;42;45;44;41;49;42;41;42;44;43;43;43;42;41;43;44;42;41;42;42;44;42;42;42;42;42;42;42;41;42;42;44;42;42;40;42;43;43;43;41;43;41;43;41;40;42;43;44;43;41;42;41;42;46;43;42;40;43;41;44;42;42;40;41;44;47;39;20;2;3;0;0;0;0;0;0;0;0;0;5;34;42;43;42;41;44;42;42;44;44;41;44;42;41;42;42;45;39;42;42;43;42;45;42;49;42;45;42
44;43;43;42;41;42;46;41;41;42;42;43;44;42;42;43;42;44;43;42;42;42;44;43;42;43;42;43;44;42;43;41;43;44;43;42;42;42;42;44;42;43;43;41;44;42;43;41;42;45;42;42;43;42;42;45;44;42;42;42;44;42;43;42;43;40;43;43;43;41;42;42;40;43;41;41;44;42;42;43;43;39;43;43;43;42;40;43;45;42;42;42;43;43;44;43;42;42;41;44;40;43;41;42;45;42;43;41;42;42;44;40;41;43;42;40;44;41;42;43;42;45;42;42;43;43;42;42;42;43;43;41;45;35
40;46;42;43;45;43;41;43;44;38;43;42;42;42;40;42;41;43;41;44;43;37;42;42;41;42;40;38;42;41;41;39;43;41;41;40;41;43;42;42;41;41;43;40;42;41;42;30;0;0;13;40;48;43;41;42;45;42;43;39;43;42;43;42;44;42;42;43;41;43;43;42;44;43;40;41;42;43;42;43;42;42;43;46;41;42;43;42;43;44;42;42;43;42;45;42;43;41;47;41;46;42;43;42;42;42;43;42;43;42;41;44;42;42;42;43;50;42;43;41;42;44;44;46;42;46;43;44;42;43;42;47;43;14
43;42;42;42;44;43;42;42;42;42;43;47;43;41;42;44;42;42;43;41;44;47;39;42;42;43;42;43;42;42;42;44;42;41;42;43;39;43;43;41;42;42;46;46;42;42;41;45;40;43;42;48;48;47;37;49;41;44;43;42;42;45;42;42;44;43;42;42;44;42;43;42;42;42;44;43;42;42;43;44;43;43;42;43;43;45;42;45;41;48;46;42;42;43;43;42;44;43;42;42;42;44;43;40;42;44;43;43;43;42;42;43;44;42;41;42;43;42;43;41;41;42;43;42;43;43;42;42;43;43;42;42;43;42
44;41;42;46;41;43;42;41;42;37;10;2;0;0;0;0;4;30;45;43;43;42;45;43;45;40;43;41;46;43;42;43;42;47;43;40;42;43;42;44;43;43;42;43;45;42;43;41;43;42;44;43;43;41;43;44;42;44;42;42;42;44;43;41;42;43;44;42;42;46;42;44;44;42;42;42;42;45;41;50;41;43;41;43;40;41;42;44;49;41;42;42;50;46;42;46;41;41;43;43;43;41;43;41;42;44;41;43;42;43;43;41;42;40;41;47;42;43;44;48;43;42;41;43;43;46;41;47;42;40;43;43;42;1
